size,cp,description,floor,price,addr_approx,pics,contact,lift,rooms,publicdistance,latitude,longitude,int_ext,deposit,orientation
 85 m² construidos| 80 m² útiles ,, "Interesante piso totalmente exterior de 80 m2 en San Ignacio (junto al polideportivo). Se alquila solo a estudiantes. Tiene una ubicación ideal ya que se encuentra muy próximo al metro| a la parada de bus de la universidad y a la UPV de Sarriko. Ha sido reformado hace 2 años. Situado en una entreplanta| es muy luminoso y soleado y está totalmente amueblado y equipado. Dispone de un moderno y acogedor salón-comedor| 3 espaciosas habitaciones (todas con mobiliario)| 1 baño completo nuevo con ducha y ventana| una moderna y luminosa cocina totalmente equipada y un amplio hall de entrada. Calefacción y agua caliente individual de gas. Fianza de 1 mes y gastos de comunidad incluidos. " ,, 800 eur/mes - ,San Ignacio| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 682 176 , Con ascensor , 3 habitaciones ,?,43.2827375,-2.9638083,
 30 m² construidos ,, "San Ignacio.- Estudio diáfano para 1 persona. Cocina americana y cuarto de baño con ducha. Calefacción bajo consumo. Cerca del metro. Solvencia demostrable." ,, 450 eur/mes - ,San Ignacio| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 945 238 , Con ascensor ,,?,43.2827375,-2.9638083,
 58 m² construidos ,, "ZÉNTRAL INMOBILIARIA ALQUILA piso interior a patio amplio con mucha luz. Tiene 2 habitaciones con armarios| sala| cocina equipada y un baño grande. Amueblado| calefacción y agua de gas| tendedero cubierto. Edificio con ascensor. A un paso del Guggenheim. Se aceptan mascotas. Ideal para parejas." , Planta 3ª interior , 850 eur/mes - ,Abandoibarra-Guggenheim| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 949 213 , Con ascensor , 2 habitaciones ,?,43.2630126,-2.9349852,
 65 m² construidos| 60 m² útiles ,, "Sala| 2 habitaciones| cocina| baño. Amueblado." , Planta 1ª exterior , 695 eur/mes - ,Rekalde Centro| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 943 046 , Con ascensor , 2 habitaciones ,?,43.2383403,-2.9525632,
 130 m² construidos| 125 m² útiles ,39300, "4 habitaciones| salón| cocina| baño| aseo. buen edificio." , Planta 3ª exterior , 1.350 eur/mes - ,Campuzano| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 943 046 , Con ascensor , 4 habitaciones ,?,43.3418599,-4.034507,
 80 m² construidos| 75 m² útiles ,, "SANTUTXU| KARMELO| piso amueblado SOLO PARA ESTUDIANTES| 80 m² construidos aprox.| 3 dormitorios| salón| cocina equipada| baño completo| calefacción eléctrica| exterior con balcón amplio y vistas| alto con ascensor| puerta de seguridad| inmueble accesible para personas con movilidad reducida. Se puede visitar a partir del 21 de Julio de 2014" , Planta 13ª exterior , 800 eur/mes - ,calle iturriaga| Santutxu-Basarrate| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 942 178 , Con ascensor , 3 habitaciones ,?,43.2630126,-2.9349852,
 85 m² construidos| 75 m² útiles ,48014, "Muy céntrico| junto a Plaza San Pedro de Deusto| a 5 min de Universidad de Deusto| a 3 min del Metro| a 1 Min de parada Bus de Leioa UPV. Ideal estudiantes. Alquiler de temporada de Septiembre a Junio. Comunidad e IBI incluidos. Reformado completamente en 2015. Totalmente amueblado y equipado. No mascotas y No fumadores. 2. 500 € de fianza." , Planta 2ª exterior , 900 eur/mes - ,avenida Ramón y Cajal| 34| San Pedro de Deusto-Arangoit| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|//smart.idealista.com/call/pubi/33114/253244/16025/M/[timestamp]/?|//smart.idealista.com/call/pubi/33114/253244/16023/M/[timestamp]/?|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 644 356 687 , Con ascensor , 3 habitaciones ,?,43.2727932,-2.946201,
 987 m² construidos| 945 m² útiles ,, "Everystreet VENDE O ALQUILA este caserío típico del País Vasco| muy céntrico y junto a la basílica del barrio de Begoña nos encontramos con una finca independiente de unos 987 m2. ,, 9.000 eur/mes - ,Casco Viejo| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 610 550 515 ,, 6 habitaciones ,?,43.2620922,-2.9213408,
 110 m² construidos| 100 m² útiles ,48001, "Piso exterior|soleado|vistas| vacío o amueblado, Planta 5ª exterior , 1.200 eur/mes - ,calle Villarias| Albia| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 941 056 , Con ascensor , 3 habitaciones ,?,43.262958,-2.9284565,
 70 m² construidos ,, "PISO PARA ALQUILAR| EXTERIOR CON ASCENSOR| TIENE SALA| 1 HABITACION| BAÑO Y COCINA EQUIPADA." , Planta 1ª exterior , 690 eur/mes - ,calle gordoniz| Rekalde Centro| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 941 240 , Con ascensor , 2 habitaciones ,?,43.2383403,-2.9525632,
 80 m² construidos ,, "Piso en alquiler en buen estado | amplio y amueblado| en zona centro de Rekalde. Se solicita demostrar ingresos. " ,, 800 eur/mes - ,Rekalde Centro| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 944 853 , Con ascensor , 3 habitaciones ,?,43.2383403,-2.9525632,
 82 m² construidos ,, "PISO PARA ALQUILAR FRENTE AL FUTURO BOULEVAR DE S.ARANA CON UNA ESTUPENDA TERRAZA HACIENDO ESQUINA| ALTO Y SOLEADO| CON PARCELA DOBLE DE GARAJE DIRECTO INCLUIDA| AMPLIO SALON COMEDOR| 2 HABITACIONES| 2 BAÑOS| UNO INCLUIDO EN LA HABT PRAL| AGUA Y CALE DE GAS NATURAL." , Planta 5ª exterior , 900 eur/mes - ,calle sabino arana| Basurtu| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 941 240 , Con ascensor , 2 habitaciones ,?,43.2603524,-2.9472532,
 80 m² construidos| 74 m² útiles ,, "Henao junto a Escolapios| vivienda rehabilitada hace 4 años| amueblada y equipada. Salón comedor| 1 habitación| cocina| baño. La calefacción y el agua caliente es por gas natural. Queda libre a partir del 15 de Julio., Planta 2ª interior , 900 eur/mes - ,henao| Abandoibarra-Guggenheim| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 948 316 , Con ascensor ,,?,43.2630126,-2.9349852,
 85 m² construidos ,, "BONITO PISO REFORMADO EN UNA UBICACION ESTUPENDA| AMUEBLADO| EXTERIOR CON TERRAZA| CON PARCELA DE GARAJE INCLUIDA EN EL PRECIO| DISPONE DE SALON COMEDOR| 2 HABITACIONES| 1 BAÑO| 1 ASEO Y COCINA TOTALMENTE EQUIPADA| CALEFACCION CENTRAL" , Planta 4ª exterior , 1.140 eur/mes - ,alameda mazarredo| Abandoibarra-Guggenheim| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 941 240 , Con ascensor , 2 habitaciones ,?,43.2630126,-2.9349852,
 82 m² construidos| 75 m² útiles ,, "Vivienda exterior en Mazarredo| muy próxima al Guggenheim. Salón comedor| 2 habitaciones| baño| aseo| cocina y garaje. La vivienda queda amueblada y equipada en su totalidad., Planta 4ª exterior , 1.140 eur/mes - ,alameda mazarredo| Abandoibarra-Guggenheim| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 948 316 , Con ascensor , 2 habitaciones ,?,43.2630126,-2.9349852,
 100 m² construidos| 85 m² útiles ,, "SALON. 2 DORMITORIOS. COCINA EQUIPADA. 1 BAÑO., Planta 2ª exterior , 1.200 eur/mes - ,alda. urquijo| Zabalburu-Diputación| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 940 457 , Con ascensor , 2 habitaciones ,?,43.2630126,-2.9349852,
 105 m² construidos| 100 m² útiles ,48010, "Piso exterior con buena altura y orientación en Autonomia. Consta de hall de entrada| salón| 3 habitaciones| 2 baños y cocina equipada + comedor. Calefacción y agua caliente centrales (gastos de comunidad incluidos en el precio). Amueblado." , Planta 3ª exterior , 1.050 eur/mes - ,autonomia| Zona Indautxu| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 945 071 , Con ascensor , 3 habitaciones ,?,43.258083,-2.945959,
 80 m² construidos ,, "Piso con dos habitaciones dos baños completos con bidé y bañera los dos |uno de los baños en habitación principal | cocina equipada y tendedero salón comedor | armarios empotrados en habitaciones y gabanero en la entrada | agua caliente y calefacción de gas natural todo exterior y de reciente construcción tiene unos 9 años . Posibilidad de garaje con acceso directo a la casa" , Planta 2ª exterior , 850 eur/mes - ,calle antonio de trueba| 4| Rekalde Centro| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|//smart.idealista.com/call/pubi/33114/253244/16025/M/[timestamp]/?|//smart.idealista.com/call/pubi/33114/253244/16023/M/[timestamp]/?|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#,, Con ascensor , 2 habitaciones ,?,,exterior, 850 eur/mes - ,,
 110 m² construidos ,48006, "BEGOÑA. Cerca del Parque Etxebarria y próximo al metro. 110 m2. Fantástica vivienda de 3 dormitorios con armarios empotrados| amplio salón| cocina-amuebla-equipada| 2 terrazas| baño y aseo. Calefacción central de gasoil. Ascensor. Entrar a vivir. Muy luminoso. Totalmente exterior. Parcela de garaje opcional. Ven a verlo| te enamorará!!" , Planta 2ª , 1.100 eur/mes - ,Begoña| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 944 685 , Con ascensor , 3 habitaciones ,?,43.2592157,-2.9157229,
 210 m² construidos| 200 m² útiles ,, "Piso en Alquiler en Casco Viejo| Siete Calles| salón comedor| 7 habitaciones| 2 baños completos|| cocina equipada|calefacción gas| agua caliente individual| ascensor| puertas buen estado| ventanas buen estado| suelos madera| luminoso y amueblado. Muy bien comunicado líneas de autobús| metro| Requisitos: 1 mes de fianza|mes por adelantado| mes mas iva en concepto de honorarios de inmobiliaria e ingresos demostrables" , Planta 4ª exterior , 2.200 eur/mes - ,Casco Viejo| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 152 323 , Con ascensor , 7 habitaciones ,?,43.2620922,-2.9213408,
