size,cp,description,floor,price,addr_approx,pics,contact,lift,rooms,publicdistance,latitude,longitude,int_ext,deposit,orientation
 90 m² construidos ,48014, "Piso de alquiler para estudiantes en Deusto. 3 dormitorios| salón-comedor| cocina equipada| baño y aseo. Exterior con ascensor." , Planta 3ª exterior , 900 eur/mes - ,San Pedro de Deusto-Arangoit| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 947 257 , Con ascensor , 3 habitaciones ,?,43.2718846,-2.9450166,
 60 m² construidos ,, "Piso muy alto y luminoso de 2 dormitorios para entrar a vivir en el mejor tramo de Autonomía., Planta 7ª exterior , 800 eur/mes - ,Zona Indautxu| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 942 851 , Con ascensor , 2 habitaciones ,?,43.2604059,-2.9400718,
 80 m² construidos ,48012, "Amezola autonomia| junto a indautxu| vivienda en alquiler| amueblada| 2 dormitorios| salon comedor| cocina| baño| todo ello en impecable estado." , Planta 5ª interior , 800 eur/mes - ,Ametzola| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 432 356 , Con ascensor , 2 habitaciones ,?,43.2561625,-2.9406963,
 56 m² construidos ,, "Piso en alquiler| muy amplio| completamente amueblado| esta en buena zona|completamente exterior con ascensor y calefacción eléctrica. Se solicta presentar ingresos. " , Planta 4ª , 700 eur/mes - ,Campo Volantín-Castaños| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 944 853 , Con ascensor , 2 habitaciones ,?,,, 700 eur/mes - ,,
 70 m² construidos ,, "Vivienda junto a la plaza Indautxu| totalmente reformada| interior a patio de manzana| en una 2ª planta con ascensor. Luminoso. Dispone de 70 m2 aprox. distribuidos en salón con cocina incorporada| dos habitaciones(la principal amueblada y la otra con un escritorio)| 1 vestidor| 1 baño amplio con ducha y calefacción de gas natural." , Planta 1ª interior , 850 eur/mes - ,Zona Indautxu| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 947 162 , Con ascensor , 2 habitaciones ,?,43.2604059,-2.9400718,
 72 m² construidos ,48010, "Precioso piso en el centro de Bilbao recien reformado a estrenar. Materiales de primer nivel con cocina y baños equipados. comunidad con calefacción central. Obra de reforma completa en curso. Fecha prevista de finalización| fin de Junio Opción de garaje a 50m de la vivienda" , Planta 3ª interior , 1.050 eur/mes - ,san mames zumarkalea| 40| Zona Indautxu| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|//smart.idealista.com/call/pubi/33114/253244/16023/M/[timestamp]/?|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 627 846 326 , Con ascensor , 2 habitaciones ,?,43.2601436,-2.9391333,
 110 m² construidos| 100 m² útiles ,, "Indautxu. Doctor Areilza. Proximo a Metro y Ambulatorio. Salon| 3 habitaciones| comedor amplio| cocina| 2 baños| calefaccion de gas natural. Amueblado. CONDICIONES BÃSICAS: 1 mes por adelantado + 1 mes de fianza + honorarios inmobiliaria 1 mensualidad mas 21% de IVA| por cuenta del inquilino. Se piden ingresos demostrables| nomina o similar." , Planta 1ª exterior , 1.000 eur/mes - ,Zona Indautxu| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 942 075 , Con ascensor , 3 habitaciones ,?,43.2604059,-2.9400718,
 69 m² construidos ,, "Piso en Rekalde para alquiler. Amueblado con cocina equipada| 3 habitaciones y salón amplio con gran ventanal. Dispone de un baño con plato de ducha amplio. Todas los habitáculos de la casa tienen ventana y dan al exterior. No tiene ascensor pero al ser un bajo solo hay que subir 6 peldaños de escaleras. La vivienda está equipada con calefacción de gas natural y ACS." ,, 750 eur/mes - ,Rekalde Centro| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 943 623 , Con ascensor , 3 habitaciones ,?,43.2383403,-2.9525632,
 70 m² construidos| 58 m² útiles ,, "Vivienda en calle Henao tipo estudio| Salón| 2 habitaciones| cocina a estrenar| 1 baño. Amueblado.Interior a patio de manzana| muy luminoso. Dentro de la renta esta incluida la calefacción y el agua caliente que estan centralizadas." , Planta 4ª interior , 900 eur/mes - ,Abandoibarra-Guggenheim| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 948 316 , Con ascensor , 2 habitaciones ,?,43.2630126,-2.9349852,
 97 m² construidos ,, "Magnifica vivienda muy luminosa| salón-comedor con vistas|  dos dormitorios| dos baños uno incorporado en dormitorio principal| armarios empotrados| cocina totalmente equipada. Almplio trastero y garaje directo para coche grande., Planta 5ª exterior , 1.500 eur/mes - ,Abandoibarra-Guggenheim| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 947 956 , Sin ascensor , 2 habitaciones ,?,43.2630126,-2.9349852,
 100 m² construidos ,48006, "Fabuloso piso en la zona de Begoña., Planta 5ª exterior , 1.100 eur/mes - ,Begoña| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 941 082 , Con ascensor , 4 habitaciones ,?,43.2592157,-2.9157229,
 90 m² construidos ,, "- Superficie 90 m², Planta 7ª exterior , 800 eur/mes - ,Casco Viejo| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 945 013 , Con ascensor , 3 habitaciones ,?,43.2620922,-2.9213408,
 95 m² construidos| 90 m² útiles ,, "se alquila piso en san adrian| vivienda de 3 dormitorios| salon| cocina y 2 baños| preferiblemente estudiantes" , Planta 2ª exterior , 850 eur/mes - ,San Adrián| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 947 254 , Con ascensor , 3 habitaciones ,?,43.2498222,-2.9288323,
 145 m² construidos| 135 m² útiles ,39300, "PISO DE 135 M2 EN INDAUTXU| SALÓN-COMEDOR DE 30 M2| 4 HABITACIONES| 2 BAÑOS| COCINA EQUIPADA| CALEFACCIÓN GAS NATURAL INDIVIDUAL| ASCENSOR| HORMIGÓN." , Planta 1ª exterior , 1.600 eur/mes - ,Campuzano| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 941 086 , Con ascensor , 4 habitaciones ,?,43.3418599,-4.034507,
 300 m² construidos| 280 m² útiles ,, "Fantástico piso en la Plaza Moyua de Bilbao. La vivienda tiene un gran hall de entrada| salón| comedor independiente y biblioteca. Habitación principal con baño y otra dos habitaciones con dos baños| uno de ellos incorporado a la habitación. Cocina montada| habitación y baño de servicio. Plaza de garaje y trastero., Planta 3ª exterior , 3.000 eur/mes - ,Ensanche-Moyua| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 948 253 , Con ascensor , 4 habitaciones ,?,43.2630126,-2.9349852,
 72 m² construidos| 65 m² útiles ,, "Vivienda equipada con tres dormitorios ideal para estudiantes" , Planta 5ª exterior , 750 eur/mes - ,San Francisco| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 942 136 , Con ascensor , 3 habitaciones ,?,43.256482,-2.928208,
 100 m² construidos| 90 m² útiles ,48011, "Piso con vistas exteriores| JUNTO A LA PLAZA INDAUTXU y LA ALHÓNDIGA. Completamente amueblado. Tiene 90 m2 aprox. Consta de 3 dormitorios amplios| 2 baños completos| salón - comedor y cocina totalmente equipada con electrodomésticos con zona office., Planta 1ª exterior , 1.200 eur/mes - ,Alhondiga| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 941 082 , Con ascensor , 3 habitaciones ,?,43.259722,-2.936944,
 50 m² construidos| 40 m² útiles ,39300, "APARTAMENTO EN GRAN VÍA| LUMINOSO| SALÓN| HABITACIÓN| BAÑO| COCINA EQUIPADA| AGUA Y CALEFACCIÓN CENTRAL| ASCENSOR| LA VIVIENDA SE ALQUILA VACÍA." , Planta 8ª interior , 900 eur/mes - ,Campuzano| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 941 086 , Con ascensor ,,?,43.3418599,-4.034507,
